outlier,country,country_code,region,income_group,year,global_index,GOING PLACES,passport_as_man,travel_abroad_as_man,travel_outside_home_as_man,choose_place_to_live_as_man,STARTING A JOB,get_job_as_man,gender_discrimination_law,sexual_harassment_law,penal_civil_pains_sexual_harassment,GETTING PAID,equal_work_remuneration_law,night_hours_as_man,dangerous_arduous_morallyinappropiate_jobs_as_man,same_industries_as_man,GETTING MARRIED,no_law_obedience_to_husband,head_of_household_as_man,domestic_violence_legislation,divorce_judgment_as_man,remarry_as_man,HAVING_CHILDREN,14weeks_paid_leave,govern_paid_ifnot_available,paid_paternity_leave,paid_parental_leave,forbidden_dismiss_pregnant,RUNNING BUSINESS,sign_contract_as_man,register_business_as_man,open_bankaccount_as_man,law_credits_no_gender_discrimination,MANAGING ASSETS,married_couple_same_equal_ownership,sons_daughter_equalfor_inheritance,suviving_spuoses_equal_inheritance,married_couple_equal_administrative_authority,valuation_nonmonetary_contributions,GETTING A PENSION,fullpension_retire_same_ages_as_man,partialpension_retire_same_ages_as_man,mandatory_retirement_age_equal,pension_periods_childcare,is_outlier
NA,NA,BGR,Europe & Central Asia,Upper middle income,2011,93.75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,NA
NA,NA,BGR,Europe & Central Asia,Upper middle income,2012,93.75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,NA
NA,NA,BGR,Europe & Central Asia,Upper middle income,2013,93.75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,NA
NA,NA,BGR,Europe & Central Asia,Upper middle income,2014,93.75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,NA
NA,NA,BGR,Europe & Central Asia,Upper middle income,2015,93.75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,NA
NA,NA,BGR,Europe & Central Asia,Upper middle income,2016,93.75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,NA
NA,NA,BGR,Europe & Central Asia,Upper middle income,2017,93.75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA
NA,NA,BGR,Europe & Central Asia,Upper middle income,2018,93.75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA
NA,NA,BFA,Sub-Saharan Africa,Low income,2009,76.88,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,BFA,Sub-Saharan Africa,Low income,2010,76.88,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,BFA,Sub-Saharan Africa,Low income,2011,76.88,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,BFA,Sub-Saharan Africa,Low income,2012,76.88,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,BFA,Sub-Saharan Africa,Low income,2013,76.88,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,BFA,Sub-Saharan Africa,Low income,2014,76.88,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,BFA,Sub-Saharan Africa,Low income,2015,76.88,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,BFA,Sub-Saharan Africa,Low income,2016,76.88,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,BFA,Sub-Saharan Africa,Low income,2017,76.88,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,BFA,Sub-Saharan Africa,Low income,2018,76.88,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,BDI,Sub-Saharan Africa,Low income,2009,64.38,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No,NA
NA,NA,BDI,Sub-Saharan Africa,Low income,2010,73.13,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No,NA
NA,NA,BDI,Sub-Saharan Africa,Low income,2011,73.13,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No,NA
NA,NA,BDI,Sub-Saharan Africa,Low income,2012,73.13,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No,NA
NA,NA,BDI,Sub-Saharan Africa,Low income,2013,73.13,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No,NA
NA,NA,BDI,Sub-Saharan Africa,Low income,2014,73.13,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No,NA
NA,NA,BDI,Sub-Saharan Africa,Low income,2015,73.13,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No,NA
NA,NA,BDI,Sub-Saharan Africa,Low income,2016,73.13,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No,NA
NA,NA,BDI,Sub-Saharan Africa,Low income,2017,73.13,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No,NA
NA,NA,BDI,Sub-Saharan Africa,Low income,2018,73.13,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No,NA
NA,NA,CPV,Sub-Saharan Africa,Lower middle income,2009,83.75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,No,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,NA
NA,NA,CPV,Sub-Saharan Africa,Lower middle income,2010,83.75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,No,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,NA
NA,NA,CPV,Sub-Saharan Africa,Lower middle income,2011,83.75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,No,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,NA
NA,NA,CPV,Sub-Saharan Africa,Lower middle income,2012,86.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,NA
NA,NA,CPV,Sub-Saharan Africa,Lower middle income,2013,86.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,NA
NA,NA,CPV,Sub-Saharan Africa,Lower middle income,2014,86.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,NA
NA,NA,CPV,Sub-Saharan Africa,Lower middle income,2015,86.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,NA
NA,NA,CPV,Sub-Saharan Africa,Lower middle income,2016,86.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,NA
NA,NA,CPV,Sub-Saharan Africa,Lower middle income,2017,86.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,NA
NA,NA,CPV,Sub-Saharan Africa,Lower middle income,2018,86.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,NA
NA,NA,KHM,East Asia & Pacific,Lower middle income,2009,68.75,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA
NA,NA,KHM,East Asia & Pacific,Lower middle income,2010,68.75,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA
NA,NA,KHM,East Asia & Pacific,Lower middle income,2011,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA
NA,NA,KHM,East Asia & Pacific,Lower middle income,2012,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA
NA,NA,KHM,East Asia & Pacific,Lower middle income,2013,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA
NA,NA,KHM,East Asia & Pacific,Lower middle income,2014,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA
NA,NA,KHM,East Asia & Pacific,Lower middle income,2015,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA
NA,NA,KHM,East Asia & Pacific,Lower middle income,2016,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA
NA,NA,KHM,East Asia & Pacific,Lower middle income,2017,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA
NA,NA,KHM,East Asia & Pacific,Lower middle income,2018,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA
NA,NA,CMR,Sub-Saharan Africa,Lower middle income,2009,50.63,50,No,Yes,Yes,No,0,No,No,No,No,25,No,Yes,No,No,40,Yes,No,No,Yes,No,80,Yes,Yes,Yes,No,Yes,50,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CMR,Sub-Saharan Africa,Lower middle income,2010,50.63,50,No,Yes,Yes,No,0,No,No,No,No,25,No,Yes,No,No,40,Yes,No,No,Yes,No,80,Yes,Yes,Yes,No,Yes,50,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CMR,Sub-Saharan Africa,Lower middle income,2011,50.63,50,No,Yes,Yes,No,0,No,No,No,No,25,No,Yes,No,No,40,Yes,No,No,Yes,No,80,Yes,Yes,Yes,No,Yes,50,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CMR,Sub-Saharan Africa,Lower middle income,2012,50.63,50,No,Yes,Yes,No,0,No,No,No,No,25,No,Yes,No,No,40,Yes,No,No,Yes,No,80,Yes,Yes,Yes,No,Yes,50,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CMR,Sub-Saharan Africa,Lower middle income,2013,50.63,50,No,Yes,Yes,No,0,No,No,No,No,25,No,Yes,No,No,40,Yes,No,No,Yes,No,80,Yes,Yes,Yes,No,Yes,50,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CMR,Sub-Saharan Africa,Lower middle income,2014,50.63,50,No,Yes,Yes,No,0,No,No,No,No,25,No,Yes,No,No,40,Yes,No,No,Yes,No,80,Yes,Yes,Yes,No,Yes,50,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CMR,Sub-Saharan Africa,Lower middle income,2015,50.63,50,No,Yes,Yes,No,0,No,No,No,No,25,No,Yes,No,No,40,Yes,No,No,Yes,No,80,Yes,Yes,Yes,No,Yes,50,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CMR,Sub-Saharan Africa,Lower middle income,2016,50.63,50,No,Yes,Yes,No,0,No,No,No,No,25,No,Yes,No,No,40,Yes,No,No,Yes,No,80,Yes,Yes,Yes,No,Yes,50,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CMR,Sub-Saharan Africa,Lower middle income,2017,50.63,50,No,Yes,Yes,No,0,No,No,No,No,25,No,Yes,No,No,40,Yes,No,No,Yes,No,80,Yes,Yes,Yes,No,Yes,50,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CMR,Sub-Saharan Africa,Lower middle income,2018,56.88,50,No,Yes,Yes,No,50,No,No,Yes,Yes,25,No,Yes,No,No,40,Yes,No,No,Yes,No,80,Yes,Yes,Yes,No,Yes,50,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CAN,OECD,High income,2009,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CAN,OECD,High income,2010,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CAN,OECD,High income,2011,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CAN,OECD,High income,2012,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CAN,OECD,High income,2013,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CAN,OECD,High income,2014,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CAN,OECD,High income,2015,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CAN,OECD,High income,2016,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CAN,OECD,High income,2017,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CAN,OECD,High income,2018,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CAF,Sub-Saharan Africa,Low income,2009,71.25,75,Yes,Yes,Yes,No,75,Yes,No,Yes,Yes,25,No,Yes,No,No,80,Yes,No,Yes,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CAF,Sub-Saharan Africa,Low income,2010,71.25,75,Yes,Yes,Yes,No,75,Yes,No,Yes,Yes,25,No,Yes,No,No,80,Yes,No,Yes,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CAF,Sub-Saharan Africa,Low income,2011,71.25,75,Yes,Yes,Yes,No,75,Yes,No,Yes,Yes,25,No,Yes,No,No,80,Yes,No,Yes,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CAF,Sub-Saharan Africa,Low income,2012,71.25,75,Yes,Yes,Yes,No,75,Yes,No,Yes,Yes,25,No,Yes,No,No,80,Yes,No,Yes,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CAF,Sub-Saharan Africa,Low income,2013,71.25,75,Yes,Yes,Yes,No,75,Yes,No,Yes,Yes,25,No,Yes,No,No,80,Yes,No,Yes,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CAF,Sub-Saharan Africa,Low income,2014,71.25,75,Yes,Yes,Yes,No,75,Yes,No,Yes,Yes,25,No,Yes,No,No,80,Yes,No,Yes,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CAF,Sub-Saharan Africa,Low income,2015,71.25,75,Yes,Yes,Yes,No,75,Yes,No,Yes,Yes,25,No,Yes,No,No,80,Yes,No,Yes,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,CAF,Sub-Saharan Africa,Low income,2016,71.25,75,Yes,Yes,Yes,No,75,Yes,No,Yes,Yes,25,No,Yes,No,No,80,Yes,No,Yes,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
